PdfType: replica
Format: lhagrid1
---
   1.0000000000000000E-002   1.0711266711793668E-002   1.1473123457117913E-002   1.2289168536652620E-002   1.3163256186226933E-002   1.4099514780634462E-002   1.5102366332225271E-002   1.6176547376367797E-002   1.7327131342424158E-002   1.8559552515898463E-002   1.9879631704932961E-002   2.1293603732376647E-002   2.2808146883273137E-002   2.4430414446850405E-002   2.6168068501987187E-002   2.8029316105727176E-002   3.0022948055761764E-002   3.2158380409959136E-002   3.4445698959039296E-002   3.6895706862442333E-002   3.9519975672377583E-002   4.2330899987043362E-002   4.5341755991148452E-002   4.8566764160225956E-002   5.2021156424896207E-002   5.5721248112300205E-002   5.9684515004487702E-002   6.3929675877711867E-002   6.8476780912469379E-002   7.3347306391852135E-002   7.8564256135477684E-002   8.4152270148077357E-002   9.0137740995896914E-002   9.6548938460562964E-002  0.10341614305916436       0.11077178906117191       0.11865061767767607       0.12708984114646490       0.13612931848792745       0.14581174376188957       0.15618284771453159       0.16729161376778021       0.17919050937130673       0.19193573380982293       0.20558748363608462       0.22021023698326189       0.23587305809950082       0.25264992354301574       0.27062007157835200       0.28986837642404217       0.29999999999999999       0.31428571428571428       0.32857142857142857       0.34285714285714286       0.35714285714285710       0.37142857142857144       0.38571428571428568       0.39999999999999997       0.41428571428571426       0.42857142857142855       0.44285714285714284       0.45714285714285713       0.47142857142857142       0.48571428571428571       0.50000000000000000       0.51428571428571423       0.52857142857142847       0.54285714285714282       0.55714285714285716       0.57142857142857140       0.58571428571428563       0.59999999999999998       0.61428571428571432       0.62857142857142856       0.64285714285714279       0.65714285714285714       0.67142857142857149       0.68571428571428572       0.69999999999999996       0.71428571428571419       0.72857142857142854       0.74285714285714288       0.75714285714285712       0.77142857142857135       0.78571428571428559       0.80000000000000004       0.81428571428571428       0.82857142857142851       0.84285714285714275       0.85714285714285698       0.87142857142857144       0.88571428571428568       0.89999999999999991       0.91428571428571415       0.92857142857142860       0.94285714285714284       0.95714285714285707       0.97142857142857131       0.98571428571428554        1.0000000000000000     
  0.99999999999999989        1.0633851568645811        1.1338730641344452        1.2124783414470841        1.3003912200884700        1.3990130504188691        1.5099999999999998     
  -5 -4 -3 -2 -1 21  1  2  3  4  5
 0.0000000E+00  0.0000000E+00  3.7413014E-02  6.0693336E-01  3.7413014E-02  5.2271540E-01  6.0693336E-01  3.7413014E-02  3.7413014E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.7146986E-02  5.9362020E-01  3.7146986E-02  4.8504086E-01  5.9362020E-01  3.7146986E-02  3.7146986E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.6815302E-02  5.8035895E-01  3.6815302E-02  4.4983192E-01  5.8035895E-01  3.6815302E-02  3.6815302E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.3926775E-02  6.2109153E-01  3.3926775E-02  5.8584538E-01  6.2109153E-01  3.3926775E-02  3.3926775E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.3873736E-02  6.0805260E-01  3.3873736E-02  5.4588481E-01  6.0805260E-01  3.3873736E-02  3.3873736E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.3748492E-02  5.9503134E-01  3.3748492E-02  5.0827418E-01  5.9503134E-01  3.3748492E-02  3.3748492E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.3556150E-02  5.8204138E-01  3.3556150E-02  4.7291542E-01  5.8204138E-01  3.3556150E-02  3.3556150E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.3301737E-02  5.6909595E-01  3.3301737E-02  4.3971007E-01  5.6909595E-01  3.3301737E-02  3.3301737E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.2990186E-02  5.5620786E-01  3.2990186E-02  4.0855995E-01  5.5620786E-01  3.2990186E-02  3.2990186E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.2626310E-02  5.4338945E-01  3.2626310E-02  3.7936734E-01  5.4338945E-01  3.2626310E-02  3.2626310E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.0202058E-02  5.8321070E-01  3.0202058E-02  5.0153761E-01  5.8321070E-01  3.0202058E-02  3.0202058E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.0081928E-02  5.7055250E-01  3.0081928E-02  4.6731951E-01  5.7055250E-01  3.0081928E-02  3.0081928E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.9903128E-02  5.5793183E-01  2.9903128E-02  4.3508687E-01  5.5793183E-01  2.9903128E-02  2.9903128E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.9670010E-02  5.4536112E-01  2.9670010E-02  4.0477304E-01  5.4536112E-01  2.9670010E-02  2.9670010E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.9386849E-02  5.3285241E-01  2.9386849E-02  3.7630512E-01  5.3285241E-01  2.9386849E-02  2.9386849E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.9057825E-02  5.2041732E-01  2.9057825E-02  3.4960703E-01  5.2041732E-01  2.9057825E-02  2.9057825E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.8687012E-02  5.0806699E-01  2.8687012E-02  3.2460446E-01  5.0806699E-01  2.8687012E-02  2.8687012E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.6576919E-02  5.4668244E-01  2.6576919E-02  4.2858164E-01  5.4668244E-01  2.6576919E-02  2.6576919E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.6423152E-02  5.3443942E-01  2.6423152E-02  3.9946621E-01  5.3443942E-01  2.6423152E-02  2.6423152E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.6221436E-02  5.2225131E-01  2.6221436E-02  3.7204963E-01  5.2225131E-01  2.6221436E-02  2.6221436E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.5975464E-02  5.1012941E-01  2.5975464E-02  3.4626183E-01  5.1012941E-01  2.5975464E-02  2.5975464E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.5688860E-02  4.9808462E-01  2.5688860E-02  3.2203611E-01  4.9808462E-01  2.5688860E-02  2.5688860E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.5365169E-02  4.8612739E-01  2.5365169E-02  2.9930835E-01  4.8612739E-01  2.5365169E-02  2.5365169E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.5007844E-02  4.7426774E-01  2.5007844E-02  2.7802126E-01  4.7426774E-01  2.5007844E-02  2.5007844E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.3138982E-02  5.1122978E-01  2.3138982E-02  3.6764991E-01  5.1122978E-01  2.3138982E-02  2.3138982E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.2973076E-02  4.9946326E-01  2.2973076E-02  3.4272063E-01  4.9946326E-01  2.2973076E-02  2.2973076E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.2768282E-02  4.8776407E-01  2.2768282E-02  3.1928307E-01  4.8776407E-01  2.2768282E-02  2.2768282E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.2527644E-02  4.7614255E-01  2.2527644E-02  2.9726904E-01  4.7614255E-01  2.2527644E-02  2.2527644E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.2254150E-02  4.6460864E-01  2.2254150E-02  2.7660506E-01  4.6460864E-01  2.2254150E-02  2.2254150E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.1950722E-02  4.5317184E-01  2.1950722E-02  2.5721488E-01  4.5317184E-01  2.1950722E-02  2.1950722E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.1620198E-02  4.4184118E-01  2.1620198E-02  2.3901423E-01  4.4184118E-01  2.1620198E-02  2.1620198E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.9849657E-02  4.7732410E-01  1.9849657E-02  3.1735629E-01  4.7732410E-01  1.9849657E-02  1.9849657E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.9694156E-02  4.6604691E-01  1.9694156E-02  2.9627079E-01  4.6604691E-01  1.9694156E-02  1.9694156E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.9506382E-02  4.5484831E-01  1.9506382E-02  2.7629294E-01  4.5484831E-01  1.9506382E-02  1.9506382E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.9288967E-02  4.4373767E-01  1.9288967E-02  2.5743579E-01  4.4373767E-01  1.9288967E-02  1.9288967E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.9044477E-02  4.3272398E-01  1.9044477E-02  2.3968452E-01  4.3272398E-01  1.9044477E-02  1.9044477E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.8775397E-02  4.2181574E-01  1.8775397E-02  2.2300532E-01  4.2181574E-01  1.8775397E-02  1.8775397E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.8484137E-02  4.1102104E-01  1.8484137E-02  2.0734986E-01  4.1102104E-01  1.8484137E-02  1.8484137E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.6721112E-02  4.4458642E-01  1.6721112E-02  2.8198819E-01  4.4458642E-01  1.6721112E-02  1.6721112E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.6601326E-02  4.3382925E-01  1.6601326E-02  2.6270122E-01  4.3382925E-01  1.6601326E-02  1.6601326E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.6453582E-02  4.2316035E-01  1.6453582E-02  2.4469712E-01  4.2316035E-01  1.6453582E-02  1.6453582E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.6280030E-02  4.1258790E-01  1.6280030E-02  2.2782212E-01  4.1258790E-01  1.6280030E-02  1.6280030E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.6082813E-02  4.0211973E-01  1.6082813E-02  2.1196956E-01  4.0211973E-01  1.6082813E-02  1.6082813E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.5864045E-02  3.9176330E-01  1.5864045E-02  1.9706608E-01  3.9176330E-01  1.5864045E-02  1.5864045E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.5625796E-02  3.8152564E-01  1.5625796E-02  1.8306419E-01  3.8152564E-01  1.5625796E-02  1.5625796E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.3962994E-02  4.1235329E-01  1.3962994E-02  2.4171514E-01  4.1235329E-01  1.3962994E-02  1.3962994E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.3878129E-02  4.0221357E-01  1.3878129E-02  2.2515645E-01  4.0221357E-01  1.3878129E-02  1.3878129E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.3769189E-02  3.9216499E-01  1.3769189E-02  2.0959207E-01  3.9216499E-01  1.3769189E-02  1.3769189E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.3638037E-02  3.8221491E-01  1.3638037E-02  1.9500165E-01  3.8221491E-01  1.3638037E-02  1.3638037E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.3486492E-02  3.7237027E-01  1.3486492E-02  1.8134838E-01  3.7237027E-01  1.3486492E-02  1.3486492E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.3316318E-02  3.6263767E-01  1.3316318E-02  1.6858505E-01  3.6263767E-01  1.3316318E-02  1.3316318E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.3129229E-02  3.5302327E-01  1.3129229E-02  1.5665696E-01  3.5302327E-01  1.3129229E-02  1.3129229E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.1478317E-02  3.8186065E-01  1.1478317E-02  2.0391395E-01  3.8186065E-01  1.1478317E-02  1.1478317E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.1447789E-02  3.7238837E-01  1.1447789E-02  1.9290326E-01  3.7238837E-01  1.1447789E-02  1.1447789E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.1394006E-02  3.6300189E-01  1.1394006E-02  1.8183049E-01  3.6300189E-01  1.1394006E-02  1.1394006E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.1318644E-02  3.5370807E-01  1.1318644E-02  1.7083067E-01  3.5370807E-01  1.1318644E-02  1.1318644E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.1223371E-02  3.4451344E-01  1.1223371E-02  1.6002637E-01  3.4451344E-01  1.1223371E-02  1.1223371E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.1109830E-02  3.3542420E-01  1.1109830E-02  1.4952501E-01  3.3542420E-01  1.1109830E-02  1.1109830E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.0979635E-02  3.2644618E-01  1.0979635E-02  1.3942654E-01  3.2644618E-01  1.0979635E-02  1.0979635E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  9.5455325E-03  3.5419551E-01  9.5455325E-03  1.9690712E-01  3.5419551E-01  9.5455325E-03  9.5455325E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  9.5514299E-03  3.4532075E-01  9.5514299E-03  1.8166096E-01  3.4532075E-01  9.5514299E-03  9.5514299E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  9.5359497E-03  3.3652845E-01  9.5359497E-03  1.6770620E-01  3.3652845E-01  9.5359497E-03  9.5359497E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  9.5005515E-03  3.2782497E-01  9.5005515E-03  1.5494398E-01  3.2782497E-01  9.5005515E-03  9.5005515E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  9.4466529E-03  3.1921632E-01  9.4466529E-03  1.4326463E-01  3.1921632E-01  9.4466529E-03  9.4466529E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  9.3756317E-03  3.1070816E-01  9.3756317E-03  1.3255476E-01  3.1070816E-01  9.3756317E-03  9.3756317E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  9.2888214E-03  3.0230583E-01  9.2888214E-03  1.2269439E-01  3.0230583E-01  9.2888214E-03  9.2888214E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  8.1299797E-03  3.2919836E-01  8.1299797E-03  1.6379827E-01  3.2919836E-01  8.1299797E-03  8.1299797E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  8.1633423E-03  3.2086836E-01  8.1633423E-03  1.5368222E-01  3.2086836E-01  8.1633423E-03  8.1633423E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  8.1759380E-03  3.1261581E-01  8.1759380E-03  1.4394867E-01  3.1261581E-01  8.1759380E-03  8.1759380E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  8.1690714E-03  3.0444671E-01  8.1690714E-03  1.3460319E-01  3.0444671E-01  8.1690714E-03  8.1690714E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  8.1440489E-03  2.9636677E-01  8.1440489E-03  1.2565669E-01  2.9636677E-01  8.1440489E-03  8.1440489E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  8.1021686E-03  2.8838143E-01  8.1021686E-03  1.1712224E-01  2.8838143E-01  8.1021686E-03  8.1021686E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  8.0447139E-03  2.8049582E-01  8.0447139E-03  1.0901608E-01  2.8049582E-01  8.0447139E-03  8.0447139E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  7.1383517E-03  3.0655536E-01  7.1383517E-03  1.5675785E-01  3.0655536E-01  7.1383517E-03  7.1383517E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  7.1775797E-03  2.9869004E-01  7.1775797E-03  1.4307089E-01  2.9869004E-01  7.1775797E-03  7.1775797E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  7.1982941E-03  2.9090115E-01  7.1982941E-03  1.3101224E-01  2.9090115E-01  7.1982941E-03  7.1982941E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  7.2015581E-03  2.8319416E-01  7.2015581E-03  1.2031514E-01  2.8319416E-01  7.2015581E-03  7.2015581E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  7.1884420E-03  2.7557427E-01  7.1884420E-03  1.1075974E-01  2.7557427E-01  7.1884420E-03  7.1884420E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  7.1600174E-03  2.6804644E-01  7.1600174E-03  1.0216634E-01  2.6804644E-01  7.1600174E-03  7.1600174E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  7.1173505E-03  2.6061533E-01  7.1173505E-03  9.4390604E-02  2.6061533E-01  7.1173505E-03  7.1173505E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  6.3718109E-03  2.8559334E-01  6.3718109E-03  1.0489734E-01  2.8559334E-01  6.3718109E-03  6.3718109E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  6.4233305E-03  2.7818924E-01  6.4233305E-03  1.0164110E-01  2.7818924E-01  6.4233305E-03  6.4233305E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  6.4561503E-03  2.7085583E-01  6.4561503E-03  9.7846263E-02  2.7085583E-01  6.4561503E-03  6.4561503E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  6.4713939E-03  2.6359858E-01  6.4713939E-03  9.3662828E-02  2.6359858E-01  6.4713939E-03  6.4713939E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  6.4701866E-03  2.5642266E-01  6.4701866E-03  8.9216880E-02  2.5642266E-01  6.4701866E-03  6.4701866E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  6.4536478E-03  2.4933302E-01  6.4536478E-03  8.4613183E-02  2.4933302E-01  6.4536478E-03  6.4536478E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  6.4228851E-03  2.4233428E-01  6.4228851E-03  7.9936962E-02  2.4233428E-01  6.4228851E-03  6.4228851E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.9482422E-03  2.6678503E-01  5.9482422E-03  1.2946368E-01  2.6678503E-01  5.9482422E-03  5.9482422E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.9896389E-03  2.5975347E-01  5.9896389E-03  1.1996761E-01  2.5975347E-01  5.9896389E-03  5.9896389E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  6.0137770E-03  2.5279153E-01  6.0137770E-03  1.1107337E-01  2.5279153E-01  6.0137770E-03  6.0137770E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  6.0217542E-03  2.4590442E-01  6.0217542E-03  1.0276029E-01  2.4590442E-01  6.0217542E-03  6.0217542E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  6.0146568E-03  2.3909709E-01  6.0146568E-03  9.5004238E-02  2.3909709E-01  6.0146568E-03  6.0146568E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.9935547E-03  2.3237421E-01  5.9935547E-03  8.7778713E-02  2.3237421E-01  5.9935547E-03  5.9935547E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.9594973E-03  2.2574019E-01  5.9594973E-03  8.1055728E-02  2.2574019E-01  5.9594973E-03  5.9594973E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.6201628E-03  2.4922201E-01  5.6201628E-03  1.0597063E-01  2.4922201E-01  5.6201628E-03  5.6201628E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.6495451E-03  2.4254423E-01  5.6495451E-03  9.8688199E-02  2.4254423E-01  5.6495451E-03  5.6495451E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.6634033E-03  2.3593496E-01  5.6634033E-03  9.1852692E-02  2.3593496E-01  5.6634033E-03  5.6634033E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.6627038E-03  2.2939908E-01  5.6627038E-03  8.5436169E-02  2.2939908E-01  5.6627038E-03  5.6627038E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.6484104E-03  2.2294125E-01  5.6484104E-03  7.9413431E-02  2.2294125E-01  5.6484104E-03  5.6484104E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.6214792E-03  2.1656588E-01  5.6214792E-03  7.3761635E-02  2.1656588E-01  5.6214792E-03  5.6214792E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.5828538E-03  2.1027713E-01  5.5828538E-03  6.8460123E-02  2.1027713E-01  5.5828538E-03  5.5828538E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.4005237E-03  2.3294544E-01  5.4005237E-03  9.2214160E-02  2.3294544E-01  5.4005237E-03  5.4005237E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.4166840E-03  2.2659670E-01  5.4166840E-03  8.6280104E-02  2.2659670E-01  5.4166840E-03  5.4166840E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.4185835E-03  2.2031483E-01  5.4185835E-03  8.0632917E-02  2.2031483E-01  5.4185835E-03  5.4185835E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.4071406E-03  2.1410455E-01  5.4071406E-03  7.5265735E-02  2.1410455E-01  5.4071406E-03  5.4071406E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.3832708E-03  2.0797034E-01  5.3832708E-03  7.0171641E-02  2.0797034E-01  5.3832708E-03  5.3832708E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.3478820E-03  2.0191646E-01  5.3478820E-03  6.5343608E-02  2.0191646E-01  5.3478820E-03  5.3478820E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.3018696E-03  1.9594687E-01  5.3018696E-03  6.0774484E-02  1.9594687E-01  5.3018696E-03  5.3018696E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.2742335E-03  2.1791318E-01  5.2742335E-03  8.4496411E-02  2.1791318E-01  5.2742335E-03  5.2742335E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.2732198E-03  2.1185999E-01  5.2732198E-03  7.9023780E-02  2.1185999E-01  5.2732198E-03  5.2732198E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.2592876E-03  2.0587278E-01  5.2592876E-03  7.3804461E-02  2.0587278E-01  5.2592876E-03  5.2592876E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.2333216E-03  1.9995608E-01  5.2333216E-03  6.8835883E-02  1.9995608E-01  5.2333216E-03  5.2333216E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.1962010E-03  1.9411423E-01  5.1962010E-03  6.4114709E-02  1.9411423E-01  5.1962010E-03  5.1962010E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.1487948E-03  1.8835130E-01  5.1487948E-03  5.9636873E-02  1.8835130E-01  5.1487948E-03  5.1487948E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.0919571E-03  1.8267112E-01  5.0919571E-03  5.5397631E-02  1.8267112E-01  5.0919571E-03  5.0919571E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.1944314E-03  2.0392877E-01  5.1944314E-03  7.8144334E-02  2.0392877E-01  5.1944314E-03  5.1944314E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.1739604E-03  1.9814430E-01  5.1739604E-03  7.2942266E-02  1.9814430E-01  5.1739604E-03  5.1739604E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.1420372E-03  1.9242551E-01  5.1420372E-03  6.7990628E-02  1.9242551E-01  5.1420372E-03  5.1420372E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.0995099E-03  1.8677680E-01  5.0995099E-03  6.3286428E-02  1.8677680E-01  5.0995099E-03  5.0995099E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.0472173E-03  1.8120232E-01  5.0472173E-03  5.8825831E-02  1.8120232E-01  5.0472173E-03  5.0472173E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  4.9859854E-03  1.7570598E-01  4.9859854E-03  5.4604233E-02  1.7570598E-01  4.9859854E-03  4.9859854E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  4.9166228E-03  1.7029145E-01  4.9166228E-03  5.0616330E-02  1.7029145E-01  4.9166228E-03  4.9166228E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.1271774E-03  1.9083923E-01  5.1271774E-03  7.2069423E-02  1.9083923E-01  5.1271774E-03  5.1271774E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.0867071E-03  1.8530259E-01  5.0867071E-03  6.7130425E-02  1.8530259E-01  5.0867071E-03  5.0867071E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.0363121E-03  1.7983175E-01  5.0363121E-03  6.2440947E-02  1.7983175E-01  5.0363121E-03  5.0363121E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  4.9767995E-03  1.7443094E-01  4.9767995E-03  5.7996840E-02  1.7443094E-01  4.9767995E-03  4.9767995E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  4.9089641E-03  1.6910415E-01  4.9089641E-03  5.3793226E-02  1.6910415E-01  4.9089641E-03  4.9089641E-03  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  4.8335845E-03  1.6385514E-01  4.8335845E-03  4.9824559E-02  1.6385514E-01  4.8335845E-03  4.8335845E-03  0.0000000E+00  0.0000000E+00
